ts_code,start_date,end_date,breakthrough_date,start_price,current_price,growth_rate,ret_from_break_pct,days,year_start_price,year_to_date_growth,growth_5d,growth_10d,growth_20d,growth_30d,score,up_days,down_days,up_down_ratio,up_rate_sum,down_rate_sum,rate_sum,nh_break_events,nh_lookback_n,recent_5d_growth
600851,20240126,20260421,20260324,7.44,8.63,15.99,15.99,19,7.01,23.11,5.51,12.77,0.0,0.0,4.93,8,8,1.0,21.94,6.47,28.41,0,60,2.86
300489,20240126,20260421,20260324,45.0,76.0,68.89,68.89,19,51.0,49.02,6.44,11.09,0.0,0.0,4.62,13,5,2.6,61.27,5.89,67.16,6,60,13.16
605058,20241220,20260421,20260324,31.25,37.61,20.35,20.35,19,30.75,22.31,6.56,4.19,0.0,0.0,2.57,11,7,1.57,32.1,12.75,44.85,4,60,2.68
605298,20241220,20260421,20260324,43.52,54.2,24.54,24.54,19,39.35,37.74,3.79,10.18,0.0,0.0,3.81,10,8,1.25,31.78,8.92,40.71,2,60,13.67
002467,20240126,20260421,20260324,6.71,7.56,12.67,12.67,19,6.19,22.13,10.13,5.81,0.0,0.0,3.77,8,10,0.8,32.92,19.58,52.51,1,60,-2.2
301509,20241220,20260421,20260324,39.8,43.68,9.75,9.75,19,34.62,26.17,6.73,6.38,0.0,0.0,3.26,10,8,1.25,30.65,20.08,50.73,4,60,-7.38
301056,20241220,20260421,20260324,14.08,15.82,12.36,12.36,19,15.13,4.56,4.9,2.98,0.0,0.0,1.87,10,8,1.25,32.35,19.52,51.87,0,60,5.68
688513,20241220,20260421,20260324,60.77,66.13,8.82,8.82,19,60.7,8.95,9.18,29.6,0.0,0.0,10.72,8,10,0.8,33.2,22.97,56.17,2,60,-0.66
300227,20240126,20260421,20260324,10.76,11.76,9.29,9.29,19,9.94,18.31,1.58,1.49,0.0,0.0,0.76,6,11,0.55,26.61,16.6,43.21,0,60,-4.55
688428,20241220,20260421,20260324,24.46,30.15,23.26,23.26,19,21.49,40.3,10.75,21.34,0.0,0.0,8.55,9,9,1.0,33.85,11.85,45.7,10,60,4.4
301169,20241220,20260421,20260324,53.49,60.86,13.78,13.78,19,50.94,19.47,-1.87,-2.19,0.0,0.0,-1.03,10,8,1.25,29.11,15.39,44.5,0,60,7.07
605116,20241220,20260421,20260324,25.0,27.12,8.48,8.48,19,26.02,4.23,6.88,13.64,0.0,0.0,5.47,8,10,0.8,30.32,20.69,51.02,0,60,1.95
301021,20241220,20260421,20260324,51.09,62.83,22.98,22.98,19,48.36,29.92,3.97,6.67,0.0,0.0,2.8,11,7,1.57,27.37,6.18,33.56,0,60,6.51
002990,20241220,20260421,20260324,28.8,49.0,70.14,70.14,19,29.36,66.89,0.83,8.68,0.0,0.0,2.77,14,4,3.5,63.67,8.2,71.87,11,60,28.0
