ts_code,breakthrough_date,breakthrough_price,ma120_at_breakthrough,held_p0,held_ma120,held_p0_days,held_ma120_days,min_deviation_p0,min_deviation_ma,broke_p0_count,broke_ma_count,max_gain,final_gain,success
sh600239,20240920,2.0,1.99,True,False,120,74,0.0,-11.01,0,46,97.0,25.0,True
sh603186,20240819,24.15,23.37,False,False,87,78,-13.79,-11.99,33,42,40.08,14.91,False
sh603566,20241008,14.09,13.98,False,False,0,34,-23.28,-15.31,120,86,0.0,-11.5,False
sh601808,20241008,17.14,15.97,False,False,0,25,-20.13,-6.62,120,95,0.0,-19.43,False
sh688136,20250905,42.27,41.17,False,False,3,3,-32.74,-25.61,117,117,1.28,-29.29,False
sh600213,20240812,6.13,5.98,True,True,3,3,0.0,0.0,0,0,3.75,3.75,False
sh603001,20240926,4.22,4.19,True,False,120,88,0.0,-11.52,0,32,65.88,21.8,True
sh688155,20251124,58.91,58.91,False,False,83,73,-4.43,-6.99,12,22,66.32,52.95,True
sh600120,20240731,3.46,3.44,False,False,88,90,-6.06,-5.27,32,30,60.93,43.6,True
sh600773,20240806,11.36,11.24,False,False,55,51,-10.39,-14.41,65,69,29.93,-4.75,False
sh601059,20251218,18.23,17.84,False,False,0,2,-10.81,-11.15,76,74,0.0,-7.46,False
sh688261,20250630,41.25,40.9,False,False,112,112,-3.2,-2.15,8,8,123.47,62.86,True
sh600894,20240731,9.12,8.57,False,False,94,97,-8.12,-10.84,26,23,52.5,36.48,True
sh603063,20250714,31.89,30.8,False,False,75,66,-11.41,-14.49,45,54,26.37,3.64,False
sh000148,20240926,7440.93,7248.23,True,True,120,120,0.0,0.0,0,0,19.87,15.83,False
sh603998,20240731,10.2,10.1,False,False,85,60,-14.8,-18.77,35,60,24.31,-12.06,False
sh600827,20240925,7.74,7.71,True,False,120,97,0.0,-7.47,0,23,56.42,16.14,False
sh603118,20240826,7.74,7.18,False,False,92,106,-18.48,-9.98,28,14,89.15,81.01,True
sh688548,20250813,11.42,10.39,False,False,95,119,-9.37,-0.55,25,1,103.8,86.12,True
sh600200,20240927,9.59,9.49,False,False,54,63,-44.84,-41.21,66,57,15.12,-42.54,False
sh600573,20240731,9.22,9.07,False,False,107,108,-5.1,-5.27,13,12,22.56,14.43,False
sh603683,20260113,27.55,27.29,False,False,14,9,-15.06,-16.49,46,51,5.26,5.26,False
sh601216,20240731,3.6,3.53,False,False,90,97,-6.11,-5.74,30,23,96.94,41.11,True
sh688798,20250729,73.0,70.95,False,False,106,78,-2.93,-9.51,14,42,36.03,10.96,False
sh601088,20240812,36.06,35.87,False,False,90,69,-7.1,-8.11,30,51,11.92,-3.24,False
sh603881,20240912,10.95,10.92,False,False,118,118,-1.52,-0.94,2,2,223.46,223.46,True
sh688336,20251015,52.97,50.37,True,False,120,94,0.0,-7.91,0,26,74.26,68.56,True
sh600624,20240927,3.61,3.49,True,True,120,120,0.0,0.0,0,0,144.32,102.77,True
sh603387,20250710,8.1,8.05,False,False,104,81,-1.85,-3.4,16,39,10.25,5.56,False
sh603880,20250924,6.12,5.96,False,False,111,83,-1.96,-7.31,9,37,22.88,14.71,False
sh600497,20240731,5.24,5.22,False,False,81,75,-15.26,-15.15,39,45,24.42,2.67,False
sh688378,20250717,17.25,17.23,True,True,120,120,0.0,0.0,0,0,89.8,82.2,True
sh601089,20251126,24.53,22.37,False,False,49,59,-12.39,-11.91,43,33,23.4,-8.72,False
sh600988,20240923,18.4,17.88,False,False,57,65,-16.03,-13.73,63,55,16.09,11.09,False
sh600072,20240930,14.47,13.75,False,False,10,64,-18.94,-10.66,110,56,4.7,-13.27,False
sh603382,20260105,35.19,33.51,False,False,0,1,-26.06,-17.68,66,65,0.0,-22.65,False
sh688333,20250703,65.99,60.42,False,False,98,106,-10.62,-7.04,22,14,60.97,60.97,True
sh600515,20240926,3.42,3.33,False,False,113,105,-3.51,-2.73,7,15,23.43,5.86,False
sh600346,20240731,13.44,13.18,False,False,76,76,-12.72,-13.1,44,44,18.9,7.51,False
sh601717,20240930,12.97,12.65,False,False,21,87,-14.19,-10.04,99,33,13.57,11.03,False
sh688350,20260324,26.24,25.24,True,True,18,18,0.0,0.0,0,0,13.0,9.53,False
sh688299,20250811,18.22,17.8,False,False,79,56,-9.17,-15.89,41,64,38.04,7.24,False
sh601127,20240930,88.81,81.95,False,True,115,120,-1.82,0.0,5,0,61.18,39.66,True
sh600325,20240926,6.15,5.99,False,False,53,53,-16.92,-15.03,67,67,17.57,-15.29,False
sh688819,20250624,27.04,26.76,False,False,118,119,-1.18,-0.13,2,1,33.14,23.89,True
sh600196,20240731,22.99,22.76,False,False,94,79,-4.74,-5.37,26,41,25.62,2.13,False
sh603960,20241008,21.47,21.21,False,False,49,75,-16.11,-12.77,71,45,19.42,-10.06,False
sh601169,20240807,5.04,4.99,False,False,104,103,-9.13,-9.79,16,17,17.86,14.09,False
sh601588,20250702,1.77,1.73,False,False,111,97,-4.52,-10.16,9,23,24.29,0.56,False
sh900957,20240830,0.27,0.26,False,False,111,96,-4.1,-18.77,9,24,66.42,12.31,False
sh600738,20240926,3.87,3.83,True,False,120,117,0.0,-1.03,0,3,72.94,25.35,True
sh603029,20240930,15.28,14.3,False,False,101,113,-8.05,-3.64,19,7,31.74,8.97,False
sh601326,20260105,3.5,3.5,False,False,57,38,-3.71,-4.99,9,28,9.43,1.43,False
sh600396,20240930,2.7,2.65,False,False,43,70,-9.63,-7.28,77,50,13.7,-2.22,False
sh600776,20240920,9.63,9.39,True,False,120,101,0.0,-5.33,0,19,46.53,15.79,False
sh603486,20250624,54.16,52.85,True,False,120,101,0.0,-7.38,0,19,98.49,48.63,True
sh600211,20240814,32.38,32.05,False,False,101,83,-7.51,-6.72,19,37,31.77,4.29,False
sh601789,20240927,3.66,3.6,True,False,120,118,0.0,-2.23,0,2,93.17,49.73,True
sh688207,20250624,14.98,14.96,False,False,106,91,-4.34,-9.93,14,29,23.9,-1.2,False
sh603836,20251013,14.03,13.72,False,False,76,65,-13.9,-16.15,44,55,16.18,-8.13,False
sh000160,20240927,1841.66,1808.5,False,False,62,62,-5.5,-4.5,58,58,10.89,-3.41,False
sh603330,20240930,5.48,5.0,False,True,108,120,-8.94,0.0,12,0,64.23,38.69,True
sh600421,20240819,6.66,6.45,False,False,77,70,-21.17,-31.92,43,50,94.74,6.31,False
sh688380,20250725,28.48,28.02,False,False,113,112,-1.44,-3.18,7,8,55.2,55.2,True
sh600975,20241107,6.98,6.87,False,False,0,48,-19.05,-8.11,120,72,0.0,-13.18,False
sh600108,20240926,2.54,2.49,True,False,120,109,0.0,-4.73,0,11,28.68,7.47,False
sh688249,20250722,21.8,21.5,False,True,114,120,-1.28,0.0,6,0,82.11,78.67,True
sh600692,20240918,5.33,5.27,True,False,120,109,0.0,-7.01,0,11,93.25,56.66,True
sh603587,20240927,10.91,10.8,False,False,115,119,-1.38,-0.01,5,1,36.67,9.63,False
sh600816,20240925,2.74,2.7,True,False,120,96,0.0,-13.33,0,24,46.72,7.3,False
sh688199,20251020,23.99,23.45,False,False,88,65,-7.21,-11.92,31,54,28.6,13.3,False
sh688603,20250723,48.8,47.19,True,True,120,120,0.0,0.0,0,0,100.23,91.27,True
sh601921,20251103,8.08,8.07,False,False,40,33,-8.42,-8.33,69,76,9.65,-1.36,False
sh600858,20240926,4.34,4.15,False,False,116,114,-1.61,-6.09,4,6,49.52,10.59,False
sh600676,20240821,3.54,3.47,False,False,98,95,-13.56,-10.26,22,25,74.58,27.4,True
sh600874,20251216,6.14,6.05,False,False,43,47,-3.75,-4.71,35,31,8.14,-1.14,False
sh603082,20250721,39.64,39.31,False,False,40,42,-12.59,-10.88,80,78,9.54,-6.51,False
sh600372,20240927,11.96,11.69,False,False,66,60,-7.94,-9.38,54,60,16.14,-7.44,False
sh603979,20240927,48.44,47.39,False,False,1,32,-27.39,-13.81,119,88,2.42,-15.28,False
sh600615,20240802,8.75,8.33,False,False,67,78,-19.34,-13.79,53,42,40.48,13.71,False
sh603105,20250702,8.35,8.24,False,False,116,118,-1.32,-0.12,4,2,32.69,13.65,False
sh600875,20240731,15.94,15.93,False,False,0,29,-25.1,-23.92,120,91,0.0,-8.91,False
sh603231,20251215,18.68,18.52,False,False,36,25,-13.22,-15.6,43,54,6.69,-4.82,False
sh603662,20250806,69.49,66.64,False,False,46,70,-13.2,-10.11,74,50,17.2,-6.23,False
sh600592,20240731,9.3,9.1,False,False,73,80,-16.68,-14.73,47,40,20.76,10.97,False
sh600173,20250624,5.72,5.67,True,False,120,107,0.0,-6.5,0,13,80.42,22.55,True
sh600208,20240924,1.9,1.88,True,True,120,120,0.0,0.0,0,0,83.16,71.05,True
sh603305,20250717,14.01,13.84,False,False,82,83,-9.92,-12.3,38,37,49.96,36.76,True
sh600888,20240927,6.94,6.9,False,False,77,77,-6.77,-4.89,43,43,12.68,0.72,False
sh688107,20250725,28.84,28.74,False,False,58,61,-12.86,-12.38,62,59,16.92,4.2,False
sh600246,20240926,7.15,7.13,False,False,60,52,-26.99,-35.86,60,68,101.96,-21.26,False
sh603663,20240801,13.98,13.97,False,False,99,90,-11.01,-13.44,21,30,38.18,21.88,True
sh600721,20240730,6.19,5.81,False,False,98,87,-9.37,-9.32,22,33,33.76,5.17,False
sh603030,20240925,1.88,1.88,True,False,120,114,0.0,-4.36,0,6,109.57,36.17,True
sh600172,20240927,2.3,2.26,True,True,120,120,0.0,0.0,0,0,166.09,76.09,True
sh601658,20251014,5.7,5.67,False,False,28,24,-14.39,-12.47,92,96,6.49,-11.4,False
sh000137,20240927,3454.09,3408.37,True,True,120,120,0.0,0.0,0,0,42.47,35.86,True
sh603786,20250826,56.77,55.34,False,False,119,103,-1.88,-13.5,1,17,90.7,15.31,False
sh600476,20240920,12.98,12.74,False,False,119,103,-0.23,-7.14,1,17,55.01,22.34,True
sh688737,20250924,21.39,21.22,False,False,119,98,-1.26,-5.05,1,22,38.1,15.52,False
sh601068,20250624,4.52,4.44,True,False,120,106,0.0,-3.16,0,14,31.19,9.96,False
sh603600,20240926,10.03,9.78,True,False,120,118,0.0,-2.89,0,2,30.41,11.47,False
sh600111,20240927,18.72,17.98,True,True,120,120,0.0,0.0,0,0,42.21,21.75,True
sh600438,20240927,20.76,19.86,False,False,99,63,-7.85,-18.21,21,57,49.9,-7.61,False
sh603535,20251020,11.2,11.07,False,False,16,10,-28.04,-24.14,103,109,4.29,-26.25,False
sh688584,20250624,17.72,17.54,False,False,112,106,-1.07,-2.68,8,14,59.99,23.81,True
sh603018,20241021,8.36,8.29,False,False,83,85,-14.23,-16.93,37,35,17.7,-14.23,False
sh603530,20250627,26.15,25.28,False,True,118,120,-0.88,0.0,2,0,98.39,59.96,True
sh603363,20251229,4.68,4.65,False,False,1,1,-17.95,-17.83,68,68,0.43,-11.75,False
sh603057,20250916,22.08,21.68,False,False,48,50,-22.42,-16.86,72,70,56.11,8.24,False
sh600968,20250911,3.97,3.96,False,False,47,43,-6.55,-7.34,73,77,41.81,17.38,False
sh601811,20240801,13.35,13.14,False,False,103,90,-4.19,-4.73,17,30,16.7,3.97,False
sh688161,20250625,26.14,26.12,False,False,113,91,-1.87,-8.45,7,29,39.79,6.81,False
sh688236,20260105,24.91,23.81,False,False,16,18,-27.78,-25.62,50,48,9.84,-17.5,False
sh600177,20240731,6.49,6.34,False,False,105,106,-7.7,-8.08,15,14,37.44,18.64,False
sh601375,20240731,3.66,3.56,False,False,84,70,-9.19,-5.96,36,50,44.05,8.21,False
sh600724,20240926,3.71,3.68,False,False,115,99,-2.16,-10.62,5,21,111.59,24.26,True
sh000151,20240927,1569.08,1568.36,False,False,39,52,-5.2,-3.54,81,68,5.49,-1.35,False
sh601188,20240927,3.2,3.2,False,False,118,66,-0.94,-7.59,2,54,30.31,5.94,False
sh603629,20250709,24.34,24.32,False,False,79,82,-6.78,-7.03,41,38,25.06,13.6,False
sh688278,20250717,76.66,76.26,False,False,97,86,-7.63,-9.24,23,34,19.14,-0.1,False
sh603806,20240930,17.4,15.88,False,False,15,44,-24.48,-15.45,105,76,12.7,-22.53,False
sh603628,20240930,14.62,13.72,False,False,14,48,-19.76,-12.59,106,72,8.14,-12.92,False
sh601872,20240816,7.74,7.72,False,False,8,18,-23.76,-24.17,112,102,3.1,-19.5,False
sh688085,20250627,15.77,15.73,True,False,120,98,0.0,-8.63,0,22,62.95,15.65,False
sh603286,20240926,17.76,16.95,False,False,114,113,-2.76,-3.79,6,7,101.69,80.41,True
sh601595,20240927,23.27,21.87,False,False,111,113,-6.96,-3.65,9,7,35.18,35.18,True
sh603086,20240927,4.07,4.05,False,False,119,109,-0.25,-3.87,1,11,60.44,31.7,True
sh600797,20240920,4.91,4.87,True,False,120,118,0.0,-1.16,0,2,188.19,133.6,True
sh000856,20240927,5004.2,4805.88,True,False,120,117,0.0,-1.6,0,3,25.93,12.3,False
sh688302,20251209,54.28,52.87,False,False,2,5,-32.72,-24.69,81,78,5.01,-14.46,False
sh688665,20260226,55.0,53.66,False,False,0,1,-23.35,-19.19,34,33,0.0,-12.93,False
sh603933,20250625,15.87,15.77,False,False,114,115,-2.84,-3.29,6,5,98.8,47.45,True
sh603583,20250624,36.18,36.06,False,False,86,48,-7.44,-11.12,34,72,28.0,-5.36,False
sh603219,20250804,15.55,15.4,True,False,120,85,0.0,-8.48,0,35,44.57,17.11,False
sh603950,20250716,25.81,23.62,False,False,99,91,-10.54,-7.49,21,29,49.17,22.67,True
sh688055,20250624,3.65,3.64,False,False,112,103,-2.74,-9.74,8,17,21.92,-2.74,False
sh900928,20240731,0.53,0.52,False,False,89,89,-5.32,-5.28,31,31,26.43,7.03,False
sh601116,20240808,8.27,8.25,False,False,87,88,-16.08,-14.67,33,32,57.56,38.94,True
sh603257,20251201,59.63,59.11,False,False,32,25,-12.63,-15.55,57,64,22.54,-0.22,False
sh601158,20240815,4.92,4.9,False,False,7,58,-18.08,-15.6,113,62,2.44,-8.33,False
sh600642,20240807,7.61,7.56,False,False,96,81,-11.3,-12.83,24,39,19.32,5.91,False
sh600011,20250320,6.66,6.6,False,False,114,117,-2.1,-1.49,6,3,16.52,15.32,False
sh688503,20250630,41.39,40.18,True,False,120,113,0.0,-4.81,0,7,100.53,46.05,True
sh600576,20240906,5.28,5.05,False,False,109,112,-11.55,-6.35,11,8,84.66,79.73,True
sh688484,20251114,42.92,42.21,False,False,14,3,-20.34,-18.45,86,97,8.6,-13.19,False
sh600822,20240926,8.36,8.32,True,False,120,90,0.0,-7.68,0,30,61.96,12.32,False
sh000079,20240930,2590.19,2459.54,False,False,1,40,-12.48,-6.34,119,80,1.04,-9.18,False
sh603229,20240806,7.54,7.37,False,False,86,90,-13.93,-10.56,34,30,46.42,18.04,False
sh600538,20241018,4.06,3.81,False,False,116,112,-4.93,-7.5,4,8,50.99,19.46,False
sh603205,20250624,29.22,28.8,False,False,61,60,-8.61,-9.06,59,60,9.46,-6.69,False
sh600841,20240909,4.22,4.15,False,False,105,100,-12.09,-7.95,15,20,73.7,64.22,True
sh603903,20241008,7.0,6.81,False,False,35,91,-14.14,-7.22,85,29,16.0,-1.43,False
sh600308,20240926,3.38,3.31,False,False,114,73,-0.59,-5.67,6,47,18.04,0.3,False
sh688180,20251015,38.43,37.78,False,False,28,22,-22.66,-22.5,92,98,13.19,13.19,False
sh900934,20240830,1.4,1.37,False,False,94,81,-7.02,-5.29,26,39,12.54,6.73,False
sh603383,20240731,31.44,30.72,False,False,81,78,-27.89,-24.94,39,42,40.27,9.0,False
sh688049,20251201,54.83,52.56,False,False,27,29,-21.03,-20.41,62,60,8.66,-14.06,False
sh688560,20250924,14.15,13.96,False,False,99,82,-4.66,-11.78,21,38,59.36,3.39,False
sh600621,20240731,13.48,13.26,False,False,83,74,-12.21,-9.56,37,46,35.18,3.55,False
sh600989,20250707,15.75,15.74,False,False,94,96,-4.06,-3.4,26,24,26.22,23.68,True
sh601939,20250902,9.03,8.93,False,False,56,52,-6.97,-6.65,64,68,6.97,0.29,False
sh688007,20250729,15.72,15.35,False,False,115,95,-3.37,-8.01,5,25,52.1,20.99,True
sh603879,20241025,2.85,2.73,True,True,120,120,0.0,0.0,0,0,80.0,80.0,True
sh600715,20240905,1.64,1.61,False,False,112,119,-5.26,-0.11,8,1,50.46,25.99,True
sh600272,20240904,10.09,9.67,False,False,115,119,-5.95,-1.29,5,1,99.35,51.85,True
sh603182,20260306,16.02,15.39,False,False,4,10,-13.17,-10.37,19,13,8.3,-7.3,False
sh688133,20250624,22.31,21.75,False,False,111,77,-5.42,-15.3,9,43,35.19,-5.06,False
sh601369,20240927,7.61,7.4,False,False,105,81,-3.81,-5.22,15,39,18.27,12.61,False
sh688479,20250924,19.25,19.01,False,False,83,87,-6.39,-7.77,37,33,89.92,73.56,True
sh600958,20250114,9.66,9.5,False,False,20,31,-14.7,-17.71,100,89,6.51,4.75,False
sh600125,20240930,6.11,5.75,False,False,26,57,-12.6,-8.55,94,63,7.2,-8.35,False
sh603067,20240927,8.14,7.88,False,False,115,108,-2.37,-4.63,5,12,66.04,56.64,True
sh688150,20250929,24.9,24.47,False,False,79,80,-14.58,-14.18,41,40,64.18,61.12,True
sh688099,20250725,75.0,74.7,False,False,108,99,-5.76,-4.07,12,21,50.32,24.05,True
sh603505,20240927,19.77,19.72,False,False,6,32,-18.35,-10.64,114,88,5.53,-12.03,False
sh601016,20240731,2.9,2.88,False,False,72,64,-13.44,-12.31,48,56,14.48,0.0,False
sh688432,20250708,11.26,11.14,False,False,119,113,-0.8,-2.26,1,7,29.84,10.21,False
sh603318,20240926,5.9,5.86,True,False,120,72,0.0,-6.49,0,48,55.4,8.47,False
sh601058,20240924,13.66,13.61,False,False,109,111,-4.69,-3.68,11,9,13.84,5.64,False
sh688681,20251218,17.25,16.86,False,False,75,70,-0.12,-5.76,1,6,25.1,10.14,False
sh600409,20240927,5.33,5.23,False,False,99,94,-6.57,-7.45,21,26,14.45,2.25,False
sh603357,20250710,8.64,8.58,False,False,38,50,-8.33,-6.73,82,70,4.05,-4.4,False
sh688178,20251128,25.63,25.32,False,False,37,34,-6.98,-6.61,54,57,37.18,33.83,True
sh601668,20240830,5.12,5.0,False,False,105,68,-12.11,-10.05,15,52,22.47,0.98,False
sh600970,20240930,11.05,10.54,False,False,0,24,-22.17,-10.13,120,96,0.0,-17.19,False
sh600697,20240808,10.5,10.48,False,False,87,74,-12.38,-10.64,33,46,43.71,7.62,False
sh600710,20240731,7.66,7.52,False,False,106,109,-4.05,-3.22,14,11,35.9,19.58,False
sh688598,20250624,24.74,24.64,False,False,118,98,-0.44,-6.92,2,22,53.48,14.96,False
sh600143,20240815,6.79,6.77,False,False,113,113,-3.68,-3.12,7,7,64.05,64.05,True
sh688202,20260107,65.49,62.92,False,False,35,42,-20.6,-18.21,29,22,10.09,6.05,False
sh603529,20260323,31.11,30.93,False,False,8,8,-7.33,-5.77,10,10,4.11,-7.3,False
sh688651,20250711,35.0,34.92,True,False,120,119,0.0,-3.22,0,1,54.49,54.49,True
sh600510,20240926,4.33,3.93,True,True,120,120,0.0,0.0,0,0,27.26,17.33,False
sh600343,20240919,8.26,7.92,False,False,118,118,-2.78,-2.63,2,2,49.52,37.17,True
sh603766,20240730,6.0,5.61,False,False,102,106,-12.17,-9.38,18,14,58.17,58.17,True
sh688565,20251125,10.27,10.05,False,False,89,91,-1.85,-1.62,5,3,47.71,24.54,True
sh603949,20250815,18.95,18.9,False,False,82,60,-5.75,-8.24,38,60,20.84,3.48,False
sh688185,20250630,59.63,59.09,False,False,118,93,-1.07,-15.27,2,27,48.38,6.44,False
sh600039,20240930,6.58,6.28,False,False,110,115,-5.32,-0.61,10,5,29.92,19.85,False
sh600844,20240927,2.55,2.55,False,False,95,55,-6.27,-10.84,25,65,38.04,16.08,False
sh603906,20240927,8.22,8.07,True,False,120,118,0.0,-1.45,0,2,73.36,30.9,True
sh603728,20240927,44.08,42.98,False,False,117,118,-4.67,-1.56,3,2,105.82,52.39,True
sh900952,20250117,0.11,0.11,False,False,0,1,-81.25,-76.44,98,97,0.0,-70.54,False
sh600193,20241101,3.52,3.33,False,False,66,69,-21.88,-23.25,54,51,40.91,-11.36,False
sh600609,20240730,4.22,4.08,False,False,80,83,-15.64,-12.97,40,37,102.84,57.58,True
sh600320,20240926,3.6,3.48,False,False,118,80,-1.11,-6.24,2,40,53.96,19.47,False
sh688061,20260108,34.5,34.16,False,False,39,36,-16.35,-15.68,24,27,10.14,-2.32,False
sh688355,20250625,17.4,17.33,False,False,112,97,-3.92,-12.23,8,23,19.41,-1.91,False
sh600869,20240816,3.77,3.76,False,False,96,94,-8.22,-6.24,24,26,60.21,17.24,False
sh600387,20240930,2.95,2.91,False,False,79,86,-13.22,-11.28,41,34,19.66,-2.71,False
sh600596,20240927,7.93,7.86,False,False,103,100,-4.04,-3.49,17,20,13.87,4.92,False
sh603666,20250716,34.2,34.03,False,False,9,17,-15.03,-13.69,111,103,3.95,-5.2,False
sh688699,20250724,34.0,33.66,True,False,120,118,0.0,-1.76,0,2,51.74,41.29,True
sh605077,20251110,17.52,17.35,False,False,4,6,-20.09,-16.57,100,98,3.14,-15.98,False
sh688103,20251105,63.29,62.6,False,False,33,24,-18.36,-19.32,74,83,13.02,-6.27,False
sh603980,20240927,3.61,3.58,True,True,120,120,0.0,0.0,0,0,52.91,25.76,True
sh600176,20240801,10.36,10.34,False,False,73,73,-18.44,-18.93,47,47,13.32,0.87,False
sh603667,20240930,16.53,15.34,False,False,111,116,-10.04,-2.92,9,4,221.11,134.3,True
sh600725,20240930,2.83,2.8,False,False,115,104,-5.3,-11.04,5,16,75.62,8.48,False
sh688733,20250624,19.1,18.25,False,True,103,120,-3.77,0.0,17,0,90.58,57.28,True
sh601997,20240926,5.29,4.95,True,False,120,102,0.0,-1.47,0,18,14.18,5.86,False
sh000133,20240927,3774.3,3760.03,True,True,120,120,0.0,0.0,0,0,39.95,34.21,True
sh600115,20240927,3.94,3.82,False,False,46,54,-9.64,-7.31,74,66,9.9,-6.09,False
sh600746,20240926,6.43,6.35,True,False,120,115,0.0,-2.77,0,5,33.74,24.41,True
sh603056,20260114,15.44,15.29,True,True,4,4,0.0,0.0,0,0,22.15,22.09,True
sh688580,20251021,48.17,48.07,False,False,86,72,-10.03,-11.37,32,46,44.7,23.29,True
sh601022,20260126,9.8,9.76,False,False,11,11,-12.35,-12.1,40,40,14.69,-9.29,False
sh600508,20240927,13.01,12.52,False,False,43,68,-11.3,-8.32,77,52,12.22,-9.15,False
sh600812,20240731,4.7,4.63,False,False,107,102,-5.53,-7.16,13,18,26.6,17.23,False
sh603899,20240927,31.21,30.63,False,False,12,51,-16.41,-8.36,108,69,13.68,-1.25,False
sh601117,20240806,7.13,7.03,False,False,85,68,-15.42,-14.72,35,52,20.19,2.1,False
sh600021,20240807,8.91,8.87,False,False,55,50,-14.03,-14.38,65,70,13.47,-5.39,False
sh688360,20251024,21.15,21.01,False,False,40,24,-20.09,-19.23,75,91,10.83,-9.6,False
sh600376,20240920,2.36,2.35,False,False,113,83,-3.81,-12.36,7,37,43.22,7.63,False
sh600525,20240904,4.28,4.22,False,False,116,82,-3.5,-9.92,4,38,44.63,8.41,False
sh688550,20251212,45.84,45.17,False,False,31,23,-17.98,-20.02,49,57,14.49,-6.85,False
sh600611,20241218,7.95,7.87,False,False,0,2,-31.7,-27.52,120,118,0.0,-25.28,False
sh603100,20240927,18.32,17.64,False,True,118,120,-1.53,0.0,2,0,25.99,20.26,True
sh900904,20240926,0.49,0.49,False,False,118,79,-0.41,-9.92,2,41,24.69,5.56,False
sh603429,20240930,4.48,4.4,False,False,112,116,-5.8,-2.95,8,4,105.13,94.64,True
sh603235,20250908,27.66,27.49,False,False,18,24,-3.72,-3.68,102,96,2.96,2.21,False
sh603936,20240731,7.95,7.68,False,False,64,64,-17.23,-13.46,56,56,25.16,-4.78,False
sh600009,20240927,35.19,33.68,False,False,19,60,-10.46,-6.08,101,60,9.18,-8.81,False
sh603718,20240930,7.37,6.86,False,False,39,68,-18.04,-10.44,81,52,17.5,-5.43,False
sh600793,20240926,9.35,9.28,True,False,120,115,0.0,-5.37,0,5,210.16,69.52,True
sh688348,20250721,44.19,44.17,True,False,120,111,0.0,-3.11,0,9,49.54,23.04,True
sh603757,20251124,36.05,35.79,False,False,94,66,-1.75,-9.34,1,29,62.55,62.55,True
sh000852,20240927,5136.44,4979.7,True,True,120,120,0.0,0.0,0,0,28.73,21.86,True
sh688306,20250722,10.32,10.25,False,False,106,75,-5.04,-9.36,14,45,44.86,11.34,False
sh688032,20250708,104.27,101.98,False,False,76,84,-9.29,-11.67,44,36,19.31,-3.34,False
sh600520,20240830,18.17,17.89,False,False,108,117,-7.32,-2.37,12,3,191.41,82.61,True
sh000061,20250326,176.31,176.07,True,False,120,108,0.0,-0.22,0,12,1.45,0.83,False
sh688536,20250723,137.38,133.06,True,False,120,107,0.0,-6.63,0,13,52.18,35.61,True
sh600990,20240731,18.36,17.31,False,False,83,68,-19.72,-17.04,37,52,63.34,11.66,False
sh603166,20240927,5.03,4.88,False,True,119,120,-0.4,0.0,1,0,202.39,180.32,True
sh600310,20240926,3.59,3.57,True,False,120,83,0.0,-8.18,0,37,54.87,20.33,True
sh688051,20251222,39.98,38.25,False,False,13,15,-26.96,-29.49,61,59,8.33,-20.09,False
sh601688,20240906,12.18,12.14,False,False,116,119,-0.41,-0.05,4,1,63.88,40.23,True
sh603400,20260120,59.45,58.51,False,False,43,48,-5.4,-4.27,13,8,24.47,13.86,False
sh688578,20251215,101.12,100.87,False,False,19,17,-12.97,-12.8,60,62,7.8,-3.5,False
sh603955,20241008,9.38,9.06,False,False,110,110,-13.01,-8.86,10,10,254.05,83.69,True
sh603128,20240927,5.61,5.55,False,False,94,78,-4.1,-7.25,26,42,25.6,-1.14,False
sh600639,20240925,9.89,9.84,True,False,120,97,0.0,-2.46,0,23,30.65,10.42,False
sh600025,20250821,9.28,9.27,False,False,66,40,-3.34,-4.77,54,80,9.7,-1.29,False
sh600097,20240930,8.72,8.14,False,False,107,113,-6.88,-1.19,13,7,33.6,9.63,False
sh603367,20251031,21.21,20.19,False,False,5,10,-28.19,-21.27,105,100,2.12,-24.47,False
sh603329,20250916,11.72,11.65,False,False,31,39,-16.98,-15.11,89,81,7.59,-12.63,False
sh688251,20260206,26.83,26.46,False,True,42,43,-0.26,0.0,1,0,42.23,31.08,True
sh603601,20240927,2.92,2.78,True,True,120,120,0.0,0.0,0,0,32.53,22.26,True
sh600743,20240920,1.28,1.24,False,False,119,110,-1.56,-8.53,1,10,124.22,39.84,True
sh600110,20240930,3.81,3.46,False,False,95,107,-10.76,-9.84,25,13,37.01,-1.31,False
sh605011,20250701,23.2,22.9,False,False,10,14,-14.22,-9.73,110,106,7.5,-13.1,False
sh688165,20250819,26.7,25.89,False,False,10,40,-31.57,-20.91,110,80,7.79,-30.26,False
sh603031,20240930,26.66,25.14,False,False,100,107,-9.19,-3.48,20,13,18.08,9.94,False
sh603283,20250801,37.89,36.33,True,False,120,114,0.0,-2.25,0,6,47.37,37.42,True
sh688232,20260112,32.09,27.72,False,False,3,24,-35.31,-21.82,58,37,3.18,-30.07,False
sh688106,20250624,17.71,17.6,False,False,104,91,-2.88,-2.38,16,29,23.88,8.13,False
sh601616,20240801,2.78,2.77,False,False,85,84,-6.12,-6.52,35,36,62.59,41.37,True
sh000155,20240926,2627.37,2536.48,True,False,120,119,0.0,-0.49,0,1,15.55,8.02,False
sh603557,20251113,2.85,2.81,False,False,48,70,-14.39,-12.74,53,31,52.28,50.18,True
sh000966,20240927,6701.54,6391.35,True,False,120,115,0.0,-1.86,0,5,18.87,7.76,False
sh600711,20240930,4.18,4.06,False,False,113,118,-5.02,-1.78,7,2,44.01,35.4,True
