,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
2267,业聚医疗,06929,主板,-,-,-,-,业聚医疗集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2268,新娱科控股,06933,主板,-,-,-,-,新娱科控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2269,顺丰控股,06936,主板,-,-,-,-,顺丰控股股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2270,瑞博生物-B,06938,主板,-,-,-,-,苏州瑞博生物技术股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2271,美佳音控股,06939,主板,-,-,-,-,美佳音控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2272,博安生物,06955,主板,-,-,-,-,山东博安生物技术股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2273,正荣服务,06958,主板,-,-,-,-,正荣服务集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2274,长久股份,06959,主板,-,-,-,-,长久股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2275,双登股份,06960,主板,-,-,-,-,双登集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2276,阳光保险,06963,主板,-,-,-,-,阳光保险集团股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2277,中国万桐园,06966,主板,-,-,-,-,中国万桐园(控股)有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2278,港龙中国地产,06968,主板,-,-,-,-,港龙中国地产集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2279,思摩尔国际,06969,主板,-,-,-,-,思摩尔国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2280,永泰生物-B,06978,主板,-,-,-,-,永泰生物制药有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2281,珍酒李渡,06979,主板,-,-,-,-,珍酒李渡集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2282,八马茶业,06980,主板,-,-,-,-,八马茶业股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2283,乐享集团,06988,主板,-,-,-,-,乐享集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2284,卓越商企服务,06989,主板,-,-,-,-,卓越商企服务集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2285,科伦博泰生物-B,06990,主板,-,-,-,-,四川科伦博泰生物医药股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2286,蓝月亮集团,06993,主板,-,-,-,-,蓝月亮集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2287,德琪医药-B,06996,主板,-,-,-,-,德琪医药有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2288,亿腾嘉和,06998,主板,-,-,-,-,亿腾嘉和医药集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2289,领地控股,06999,主板,-,-,-,-,领地控股集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2290,岚图汽车,07489,主板,-,-,-,-,岚图汽车科技股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2291,京东工业,07618,主板,-,-,-,-,京东工业股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2292,世大控股,08003,创业板,0.06,-,-,-,世大控股有限公司,-,23.69亿,HK,1.90亿,-,1.31,23.69亿,8.23,金属采矿及相关贸易,0.02%,-,-
2293,裕兴科技,08005,创业板,1.09,-,-,-,裕兴科技投资控股有限公司,-,18.03亿,HK,18.21亿,32.0454,0.93,18.03亿,4.18,电子消费品,0.11%,-,-
2294,华泰瑞银,08006,创业板,1.16,-,-,-,中国华泰瑞银控股有限公司,-,3.22亿,HK,1.06亿,0.9489,0.28,3.22亿,0.63,电子商贸及互联网服务,0.06%,-,-
2295,环球战略集团,08007,创业板,0.02,-,-,-,环球战略集团有限公司,-,56.55亿,HK,7.35亿,-,6.22,56.55亿,133.00,电子商贸及互联网服务,0.07%,-,-
2296,ECI TECH,08013,创业板,0.03,-,-,-,ECI Technology Holdings Limited,-,16.00亿,HK,2.11亿,20.9314,4.73,16.00亿,2.89,-,1.31%,-,-
2297,捷利交易宝,08017,创业板,-0.03,-,-,-,捷利交易宝金融科技有限公司,-,14.68亿,HK,5.95亿,-,0.32,14.68亿,17.16,-,-,-,-
2298,汇财金融投资,08018,创业板,0.20,-,-,-,汇财金融投资控股有限公司,-,12.61亿,HK,3.84亿,175.7784,1.52,12.61亿,5.39,-,0.04%,-,-
2299,皓文控股,08019,创业板,0.24,-,-,-,皓文控股有限公司,-,21.47亿,HK,3.54亿,-,0.67,21.47亿,7.11,制药,0.01%,-,-
2300,宏海控股集团,08020,创业板,0.07,-,-,-,宏海控股集团有限公司,-,23.33亿,HK,3.85亿,20.8176,2.26,23.33亿,2.83,-,-,-,-
2301,汇隆控股,08021,创业板,0.07,-,-,-,汇隆控股有限公司,-,127.67亿,HK,20.17亿,-,2.40,127.67亿,13.53,建筑,0.16%,-,-
2302,邝文记,08023,创业板,0.11,-,-,-,邝文记集团有限公司,-,6.00亿,HK,3.36亿,20.0036,5.25,6.00亿,5.28,-,0.03%,-,-
2303,朗华国际集团,08026,创业板,0.05,-,-,-,朗华国际集团有限公司,-,12.08亿,HK,3.87亿,-,6.34,12.08亿,11.64,-,0.01%,-,-
2304,吉辉控股,08027,创业板,-,-,-,-,吉辉控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2305,天时资源,08028,创业板,0.05,-,-,-,天时资源控股有限公司,-,28.13亿,HK,2.50亿,-,1.85,28.13亿,1.97,-,0.01%,-,-
2306,帝国金融集团,08029,创业板,0.05,-,-,-,帝国金融集团有限公司,-,13.91亿,HK,17.81亿,-,25.00,13.91亿,15.18,软件及资讯科技顾问,0.06%,-,-
2307,丰银禾控股,08030,创业板,0.48,-,-,-,丰银禾控股有限公司,-,17.31亿,HK,18.18亿,16.2221,2.21,17.31亿,4.99,-,0.18%,-,-
2308,易通讯集团,08031,创业板,0.40,-,-,-,易通讯集团有限公司,-,2.80亿,HK,4.17亿,86.6639,3.77,2.80亿,2.90,软件及资讯科技顾问,-,-,-
2309,爱达利网络,08033,创业板,0.39,-,-,-,爱达利网络控股有限公司,-,6.14亿,HK,2.00亿,22.2151,0.84,6.14亿,0.65,-,-,-,-
2310,骏高控股,08035,创业板,0.14,-,-,-,骏高控股有限公司,-,6.00亿,HK,1.77亿,-,2.03,6.00亿,1.02,燃气公用事业,0.20%,-,-
2311,电子交易集团,08036,创业板,0.85,-,-,-,电子交易集团有限公司,-,2.94亿,HK,12.70亿,50.0873,5.09,2.94亿,0.96,-,-,-,-
2312,中国生物科技服务,08037,创业板,0.34,-,-,-,中国生物科技服务控股有限公司,-,7.88亿,HK,5.05亿,-,1.90,7.88亿,2.94,医疗保健设备及用品,0.67%,-,-
2313,中国来骑哦,08039,创业板,0.08,-,-,-,中国来骑哦新能源集团有限公司,-,4.18亿,HK,7.02亿,118.5415,20.29,4.18亿,20.87,影视娱乐,0.44%,-,-
2314,快意智能,08040,创业板,-,-,-,-,快意智能股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2315,中微智码,08041,创业板,0.03,本集团主要从事提供(i)制造及买卖高档泳装及相关服装产品;(ii)买卖及零售服饰及相关配饰;及(iii)提供线上购物、广告及媒体相关服务。,-,-,中微智码(国际)集团有限公司,-,57.04亿,HK,6.67亿,-,3.40,57.04亿,3.19,纺织及成衣,-,-,-
2316,高奥士国际,08042,创业板,-,-,-,-,高奥士国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2317,ATLINKS,08043,创业板,-,-,-,-,Atlinks Group Limited,-,-,HK,-,-,-,-,-,-,-,-,-
2318,中国海洋发展,08047,创业板,0.20,-,-,-,中国海洋集团发展有限公司,-,24.17亿,HK,10.88亿,-,2.29,24.17亿,37.30,电子商贸及互联网服务,4.12%,-,-
2319,御德国际控股,08048,创业板,0.07,-,-,-,御德国际控股有限公司,-,11.88亿,HK,1.43亿,-,1.78,11.88亿,1.46,-,-,-,-
2320,吉林长龙药业,08049,创业板,1.74,-,-,-,吉林省辉南长龙生化药业股份有限公司,-,1.73亿,HK,9.69亿,6.1545,0.99,5.60亿,1.37,-,0.03%,-,-
2321,城市酷选,08050,创业板,0.07,-,-,-,城市酷选有限公司,-,13.56亿,HK,7.60亿,-,7.61,13.56亿,18.18,-,-,-,-
2322,讯智海,08051,创业板,3.78,-,-,-,讯智海国际控股有限公司,-,1673.84万,HK,3.05亿,-,4.81,1673.84万,18.10,电器部件及设备,-,-,-
2323,陆庆娱乐,08052,创业板,0.05,-,-,-,陆庆娱乐集团控股有限公司,-,18.00亿,HK,2.88亿,-,3.31,18.00亿,3.18,-,0.05%,-,-
2324,生活概念,08056,创业板,0.17,-,-,-,生活概念控股有限公司,-,8.10亿,HK,2.84亿,15.6505,2.01,8.10亿,0.51,-,0.02%,-,-
2325,麦迪森控股,08057,创业板,0.03,-,-,-,麦迪森控股集团有限公司,-,40.00亿,HK,70.00亿,-,57.76,40.00亿,54.43,-,0.06%,-,-
2326,朝威控股,08059,创业板,0.14,-,-,-,朝威控股有限公司,-,8.09亿,HK,4.61亿,-,4.15,8.09亿,7.54,-,6.78%,-,-
2327,国联通信,08060,创业板,0.07,-,-,-,国联通信控股有限公司,-,20.89亿,HK,2.92亿,-,2.15,20.89亿,3.62,软件及资讯科技顾问,-,-,-
2328,俊盟国际,08062,创业板,0.10,-,-,-,俊盟国际控股有限公司,-,4.80亿,HK,1.25亿,9.7458,2.69,4.80亿,2.94,-,0.07%,-,-
2329,高萌科技,08065,创业板,-,-,-,-,高萌科技集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2330,品创控股,08066,创业板,0.18,-,-,-,品创控股有限公司,-,3.76亿,HK,8654.73万,-,1.30,3.76亿,0.11,电器部件及设备,0.01%,-,-
2331,东方大学城控股,08067,创业板,6.06,-,-,-,东方大学城控股(香港)有限公司,-,1.80亿,HK,5.85亿,9.4665,0.54,1.80亿,8.05,-,-,-,-
2332,飞道旅游科技,08069,创业板,0.30,-,-,-,飞道旅游科技有限公司,-,4.00亿,HK,3.48亿,15.0591,2.94,4.00亿,0.76,-,-,-,-
2333,侨洋国际控股,08070,创业板,0.45,-,-,-,侨洋国际控股有限公司,-,25.23亿,HK,28.01亿,-,2.45,25.23亿,-,--,0.02%,-,-
2334,中彩网通控股,08071,创业板,0.00,-,-,-,中彩网通控股有限公司,-,42.39亿,HK,27.56亿,-,12.43,42.39亿,139.58,软件及资讯科技顾问,1.79%,-,-
2335,兰谷股份,08072,创业板,0.09,-,-,-,兰谷股份,-,50.00亿,HK,1.70亿,4.5097,0.36,50.00亿,2.05,-,0.19%,-,-
2336,水发兴业新材料,08073,创业板,-,-,-,-,中国水发兴业新材料控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2337,新利软件,08076,创业板,0.00,-,-,-,新利软件(集团)股份有限公司,-,8.64亿,HK,1.55亿,19.7176,41.63,8.64亿,9.40,-,-,-,-
2338,仍志集团控股,08079,创业板,2.15,-,-,-,仍志集团控股有限公司,-,2.20亿,HK,1.65亿,4.9471,0.35,2.20亿,0.85,美容护肤,0.11%,-,-
2339,北亚策略,08080,创业板,0.43,-,-,-,北亚策略控股有限公司,-,19.15亿,HK,1.65亿,-,0.20,19.15亿,0.14,电器部件及设备,0.01%,-,-
2340,白居易控股,08081,创业板,0.19,-,-,-,白居易控股集团有限公司,-,53.36亿,HK,1.60亿,-,0.16,53.36亿,0.25,-,0.84%,-,-
2341,擎华控股,08082,创业板,0.07,-,-,-,擎华控股集团有限公司,-,9.94亿,HK,2.22亿,-,3.27,9.94亿,10.14,殡仪服务,0.58%,-,-
2342,有赞,08083,创业板,0.19,-,-,-,有赞科技有限公司,-,68.90亿,HK,32.38亿,-,2.51,68.90亿,28.01,-,0.05%,-,-
2343,中国三三传媒,08087,创业板,0.10,-,-,-,中国三三传媒集团有限公司,-,57.60亿,HK,1.79亿,-,0.31,57.60亿,3.12,-,0.05%,-,-
2344,奥传思维控股,08091,创业板,0.08,-,-,-,奥传思维控股有限公司,-,7.20亿,HK,1.35亿,9.6365,2.32,7.20亿,2.38,-,0.11%,-,-
2345,ITE HOLDINGS,08092,创业板,0.01,-,-,-,ITE (Holdings) Ltd.,-,9.27亿,HK,1.23亿,377.7073,10.64,9.27亿,6.41,电子商贸及互联网服务,-,-,-
2346,瓦普思瑞元宇宙,08093,创业板,0.16,-,-,-,瓦普思瑞元宇宙有限公司,-,4.00亿,HK,11.12亿,273.8437,17.52,4.00亿,24.86,-,0.17%,-,-
2347,北大青鸟环宇,08095,创业板,1.30,-,-,-,北京北大青鸟环宇科技股份有限公司,-,6.79亿,HK,25.51亿,18.1076,1.42,13.79亿,2.59,综合支援服务,0.25%,-,-
2348,赏之味,08096,创业板,0.80,-,-,-,赏之味控股有限公司,-,12.51亿,HK,1.38亿,5.7153,0.14,12.51亿,39.29,-,-,-,-
2349,昌利控股,08098,创业板,0.10,-,-,-,昌利(控股)有限公司,-,22.00亿,HK,5.46亿,24.9301,2.37,22.00亿,8.48,-,-,-,-
2350,名科国际,08100,创业板,2.53,-,-,-,名科国际控股有限公司,-,4.44亿,HK,2.80亿,17.1622,0.25,4.44亿,0.85,电器部件及设备,0.45%,-,-
2351,HMVOD视频,08103,创业板,0.23,-,-,-,hmvod视频有限公司,-,1.19亿,HK,2.49亿,-,8.98,1.19亿,5.66,-,0.59%,-,-
2352,芯化兰德,08106,创业板,0.22,-,-,-,浙江芯化兰德科技股份有限公司,-,2.62亿,HK,2.53亿,-,2.27,5.07亿,1.19,软件及资讯科技顾问,0.04%,-,-
2353,细叶榕科技,08107,创业板,-,-,-,-,细叶榕科技控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2354,中国科技产业集团,08111,创业板,0.27,-,-,-,中国科技产业集团有限公司,-,14.30亿,HK,1.90亿,3.968,0.50,14.30亿,19.85,电脑及周边产品,-,-,-
2355,基石金融,08112,创业板,0.89,-,-,-,基石金融控股有限公司,-,2.29亿,HK,6997.26万,-,0.34,2.29亿,0.94,广告,4.40%,-,-
2356,时腾科技,08113,创业板,0.18,-,-,-,时腾科技控股有限公司,-,6.10亿,HK,3.85亿,12.9286,3.46,6.10亿,0.21,-,0.07%,-,-
2357,上海青浦消防,08115,创业板,0.51,-,-,-,上海青浦消防器材股份有限公司,-,5556.00万,HK,1.87亿,529.5198,1.95,1.87亿,2.44,综合支援服务,-,-,-
2358,中国基础能源,08117,创业板,0.31,-,-,-,中国基础能源控股有限公司,-,9.31亿,HK,8.28亿,-,2.83,9.31亿,3.82,建筑材料,-,-,-
2359,中资国际控股,08118,创业板,-,-,-,-,中资国际控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2360,国农金融投资,08120,创业板,0.41,-,-,-,国农金融投资有限公司,-,9.23亿,HK,8767.89万,-,0.23,9.23亿,1.10,农产品,3.96%,-,-
2361,国恩控股,08121,创业板,0.08,-,-,-,国恩控股有限公司,-,16.67亿,HK,2.13亿,-,1.61,16.67亿,1.06,-,0.03%,-,-
2362,华亿金控,08123,创业板,0.07,-,-,-,华亿金控集团有限公司,-,64.99亿,HK,7.86亿,-,1.70,64.99亿,76.67,其他金融服务,0.06%,-,-
2363,中新控股,08125,创业板,0.44,-,-,-,中新控股有限公司,-,3.63亿,HK,8.49亿,-,5.37,3.63亿,22.14,-,-,-,-
2364,G.A.控股,08126,创业板,1.14,-,-,-,G.A.控股有限公司,-,4.76亿,HK,2.57亿,5.4691,0.48,4.76亿,0.13,汽车零售,-,-,-
2365,中国恒有源集团,08128,创业板,0.49,-,-,-,中国恒有源发展集团有限公司,-,28.76亿,HK,4.86亿,-,0.35,28.76亿,1.17,-,0.04%,-,-
2366,大地国际集团,08130,创业板,0.15,-,-,-,大地国际集团有限公司,-,27.77亿,HK,6.03亿,-,1.43,27.77亿,17.36,医疗保健服务,-,-,-
2367,辰罡科技,08131,创业板,-0.18,-,-,-,辰罡科技有限公司,-,3.01亿,HK,1.13亿,-,-,3.01亿,4.82,软件及资讯科技顾问,0.05%,-,-
2368,百能国际能源,08132,创业板,0.04,-,-,-,百能国际能源控股有限公司,-,59.84亿,HK,7.24亿,-,3.36,59.84亿,2.33,电脑及周边产品,0.09%,-,-
2369,吉盛集团控股,08133,创业板,0.02,-,-,-,吉盛集团控股有限公司,-,35.00亿,HK,14.18亿,-,26.82,35.00亿,38.68,-,0.57%,-,-
2370,英马斯集团,08136,创业板,-,-,-,-,英马斯集团控股有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2371,洪桥集团,08137,创业板,-,-,-,-,洪桥集团有限公司,-,-,HK,-,-,-,-,-,金属采矿及相关贸易,-,-,-
2372,长安仁恒,08139,创业板,3.34,-,-,-,浙江长安仁恒科技股份有限公司,-,800.00万,HK,1.70亿,82.7286,1.59,3200.00万,2.17,-,-,-,-
2373,人和科技,08140,创业板,0.04,-,-,-,人和科技控股有限公司,-,40.00亿,HK,10.00亿,34.7017,6.70,40.00亿,2.02,-,-,-,-
2374,金威医疗,08143,创业板,0.15,-,-,-,金威医疗集团有限公司,-,23.58亿,HK,3.91亿,-,1.09,23.58亿,0.34,医疗保健设备及用品,0.02%,-,-
2375,怡园酒业,08146,创业板,0.18,-,-,-,怡园酒业控股有限公司,-,4.80亿,HK,5.66亿,84.2857,6.57,4.80亿,1.42,-,-,-,-
2376,汇思太平洋,08147,创业板,0.00,-,-,-,汇思太平洋集团控股有限公司,-,52.28亿,HK,7.53亿,-,120.00,52.28亿,12.96,-,0.21%,-,-
2377,悟喜生活,08148,创业板,0.28,-,-,-,悟喜生活国际控股集团有限公司,-,10.89亿,HK,1.07亿,-,0.35,10.89亿,2.88,综合科技,0.01%,-,-
2378,浩德控股,08149,创业板,0.47,-,-,-,浩德控股有限公司,-,8.00亿,HK,2.56亿,14.7712,0.68,8.00亿,4.58,-,0.01%,-,-
2379,明梁控股,08152,创业板,-,-,-,-,明梁控股集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2380,嘉鼎国际集团,08153,创业板,-0.20,-,-,-,嘉鼎国际集团控股有限公司,-,11.43亿,HK,5.72亿,-,0.24,11.43亿,13.08,工业机械及设备,1.85%,-,-
2381,国药科技股份,08156,创业板,0.03,-,-,-,国药科技股份有限公司,-,32.91亿,HK,30.28亿,-,32.97,32.91亿,90.72,赌场与赌博,0.60%,-,-
2382,中国再生医学,08158,创业板,0.11,-,-,-,中国再生医学国际有限公司,-,175.86亿,HK,44.84亿,-,2.34,175.86亿,4.51,医疗保健设备及用品,0.29%,-,-
2383,新华联合投资,08159,创业板,0.14,-,-,-,新华联合投资有限公司,-,6.40亿,HK,4.03亿,136.5391,4.56,6.40亿,1.14,电器部件及设备,0.01%,-,-
2384,GOLDWAY EDU,08160,创业板,0.06,-,-,-,金汇教育集团有限公司,-,5.23亿,HK,1.33亿,27.2299,4.19,5.23亿,3.29,-,0.01%,-,-
2385,医汇集团,08161,创业板,0.08,-,-,-,医汇集团有限公司,-,10.40亿,HK,2.96亿,-,3.65,10.40亿,2.85,赌场与赌博,1.17%,-,-
2386,港银控股,08162,创业板,0.23,-,-,-,港银控股有限公司,-,4.00亿,HK,2.40亿,80.8706,2.63,4.00亿,0.12,-,0.05%,-,-
2387,声扬集团,08163,创业板,-,-,-,-,声扬集团有限公司,-,-,HK,-,-,-,-,-,林业,-,-,-
2388,宝积资本,08168,创业板,0.15,-,-,-,宝积资本控股有限公司,-,20.06亿,HK,6.52亿,46.4286,2.16,20.06亿,4.13,-,-,-,-
2389,环康集团,08169,创业板,0.14,-,-,-,环康集团有限公司,-,6.50亿,HK,1.46亿,-,1.66,6.50亿,1.66,环保产品及服务,0.01%,-,-
2390,拉近网娱,08172,创业板,0.22,-,-,-,拉近网娱集团有限公司,-,42.09亿,HK,18.73亿,-,1.98,42.09亿,85.42,影视娱乐,0.01%,-,-
2391,客思控股,08173,创业板,-0.10,-,-,-,客思控股有限公司,-,34.15亿,HK,9221.03万,34.33,2.84,34.15亿,1.09,金属采矿及相关贸易,-,-,-
2392,超人智能,08176,创业板,0.57,-,-,-,超人智能控股有限公司,-,4.55亿,HK,37.15亿,-,14.28,4.55亿,69.08,-,0.02%,-,-
2393,中国信息科技,08178,创业板,0.10,-,-,-,中国信息科技发展有限公司,-,57.12亿,HK,7.77亿,-,1.42,57.12亿,15.00,软件及资讯科技顾问,0.07%,-,-
2394,百利达集团控股,08179,创业板,0.23,-,-,-,百利达集团控股有限公司,-,19.17亿,HK,3.60亿,-,0.81,19.17亿,1.76,食肆,2.25%,-,-
2395,港深智能管理,08181,创业板,0.20,-,-,-,港深智能管理集团(控股)有限公司,-,5.94亿,HK,1.52亿,53.8219,1.31,5.94亿,0.38,-,0.06%,-,-
2396,曼妠,08186,创业板,0.19,-,-,-,曼妠有限公司,-,8.31亿,HK,1.08亿,-,0.68,8.31亿,7.23,-,3.66%,-,-
2397,积木集团,08187,创业板,0.11,-,-,-,积木集团有限公司,-,4.80亿,HK,2.16亿,-,4.01,4.80亿,1.16,-,5.03%,-,-
2398,骏杰集团控股,08188,创业板,0.17,-,-,-,骏杰集团控股有限公司,-,5.00亿,HK,3.30亿,18.6356,3.84,5.00亿,2.19,汽车,0.24%,-,-
2399,泰达生物,08189,创业板,0.22,-,-,-,天津泰达生物医学工程股份有限公司,-,9.98亿,HK,8.39亿,129.6568,2.29,16.95亿,2.85,化肥与农用药剂,0.07%,-,-
2400,鸿伟亚洲,08191,创业板,0.41,-,-,-,鸿伟(亚洲)控股有限公司,-,8.33亿,HK,3.08亿,7.9241,0.90,8.33亿,0.82,-,0.04%,-,-
2401,亚太金融投资,08193,创业板,0.11,-,-,-,亚太金融投资有限公司,-,48.58亿,HK,42.75亿,-,8.19,48.58亿,42.50,其他金融服务,0.19%,-,-
2402,传承教育集团,08195,创业板,0.02,-,-,-,传承教育集团有限公司,-,256.00亿,HK,2.56亿,-,0.41,256.00亿,12.50,-,0.03%,-,-
2403,福田股份,08196,创业板,-,-,-,-,福田股份有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2404,加幂科技,08198,创业板,0.13,-,-,-,加幂科技有限公司,-,31.46亿,HK,11.80亿,-,2.92,31.46亿,31.16,赌场与赌博,2.33%,-,-
2405,修身堂,08200,创业板,0.17,-,-,-,修身堂控股有限公司,-,54.63亿,HK,3.93亿,-,0.42,54.63亿,0.04,美容护肤,0.55%,-,-
2406,宝联控股,08201,创业板,0.06,-,-,-,宝联控股有限公司,-,27.00亿,HK,1.46亿,-,0.90,27.00亿,0.54,-,0.01%,-,-
2407,凯顺控股,08203,创业板,0.66,-,-,-,凯顺控股有限公司,-,5.65亿,HK,2.32亿,-,0.62,5.65亿,0.75,煤炭开采及相关贸易,0.01%,-,-
2408,交大慧谷,08205,创业板,0.17,-,-,-,上海交大慧谷信息产业股份有限公司,-,1.32亿,HK,2.30亿,-,2.87,4.80亿,4.94,软件及资讯科技顾问,-,-,-
2409,神通机器人教育,08206,创业板,0.06,-,-,-,神通机器人教育集团有限公司,-,16.56亿,HK,7.29亿,-,7.51,16.56亿,6.82,软件及资讯科技顾问,0.06%,-,-
2410,永通万国集团,08208,创业板,0.87,-,-,-,永通万国集团控股有限公司,-,1.84亿,HK,2.22亿,-,1.39,5.30亿,-,-,-,-,-
2411,衍汇亚洲,08210,创业板,0.42,-,-,-,衍汇亚洲有限公司,-,2.84亿,HK,3.10亿,13.051,2.57,2.84亿,1.32,-,-,-,-
2412,荣晖控股,08213,创业板,-0.01,-,-,-,荣晖控股有限公司,-,41.66亿,HK,4.29亿,-,1370.00,41.66亿,0.93,食肆,0.07%,-,-
2413,菊福堂生物,08217,创业板,0.07,-,-,-,菊福堂生物控股有限公司,-,12.48亿,HK,218.40亿,2614.6872,261.19,12.48亿,25.09,航空货运与物流,-,-,-
2414,毅高国际控股,08218,创业板,0.03,-,-,-,毅高(国际)控股集团有限公司,-,8.00亿,HK,1.67亿,-,7.60,8.00亿,3.64,-,0.11%,-,-
2415,恒伟集团控股,08219,创业板,2.10,-,-,-,恒伟集团控股有限公司,-,2.47亿,HK,7.65亿,14.9159,1.47,2.47亿,2.04,-,-,-,-
2416,比高集团,08220,创业板,0.03,-,-,-,比高集团控股有限公司,-,34.22亿,HK,2.87亿,-,2.49,34.22亿,7.33,影视娱乐,0.02%,-,-
2417,高裕金融,08221,创业板,0.09,-,-,-,高裕金融集团有限公司,-,20.00亿,HK,64.60亿,1156.0029,36.17,20.00亿,200.00,-,0.20%,-,-
2418,壹照明,08222,创业板,0.16,-,-,-,壹照明集团控股有限公司,-,4.51亿,HK,1.42亿,24.3178,1.96,4.51亿,1.37,-,0.11%,-,-
2419,紫元元,08223,创业板,-,-,-,-,紫元元控股集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2420,中国医疗集团,08225,创业板,-0.03,-,-,-,中国医疗集团有限公司,-,9.93亿,HK,1.34亿,58.9391,3.29,9.93亿,3.74,制药,0.03%,-,-
2421,树熊金融集团,08226,创业板,0.09,-,-,-,树熊金融集团有限公司,-,24.57亿,HK,5.60亿,-,2.52,24.57亿,31.53,电子消费品,0.30%,-,-
2422,海天天线,08227,创业板,-,-,-,-,西安海天天线科技股份有限公司,-,-,HK,-,-,-,-,-,电讯及网络器材,-,-,-
2423,未来数据集团,08229,创业板,0.31,-,-,-,未来数据集团有限公司,-,4.00亿,HK,1.36亿,37.2168,1.08,4.00亿,0.37,-,1.52%,-,-
2424,一木集团,08232,创业板,0.18,-,-,-,一木集团(控股)有限公司,-,4.00亿,HK,14.80亿,-,21.03,4.00亿,11.12,-,-,-,-
2425,华星控股,08237,创业板,0.13,-,-,-,华星控股有限公司,-,34.90亿,HK,28.62亿,271.3282,6.42,34.90亿,55.70,-,-,-,-
2426,惠陶集团,08238,创业板,0.01,-,-,-,惠陶集团(控股)有限公司,-,86.40亿,HK,4.75亿,-,6.25,86.40亿,2.10,-,0.91%,-,-
2427,首都金融控股,08239,创业板,-0.03,-,-,-,首都金融控股有限公司,-,13.01亿,HK,2.33亿,-,0.96,13.01亿,3.02,煤炭开采及相关贸易,0.02%,-,-
2428,英记茶庄集团,08241,创业板,-,-,-,-,英记茶庄集团有限公司,-,-,HK,-,-,-,-,-,-,-,-,-
2429,烽翼集团,08245,创业板,0.02,-,-,-,烽翼集团有限公司,-,38.40亿,HK,5.45亿,-,7.68,38.40亿,1.46,-,0.38%,-,-
2430,中华燃气,08246,创业板,0.07,-,-,-,中华燃气控股有限公司,-,34.36亿,HK,10.13亿,9.5492,4.31,34.36亿,10.18,食肆,-,-,-
2431,中生北控生物科技,08247,创业板,2.42,-,-,-,中生北控生物科技股份有限公司,-,6428.61万,HK,4.11亿,23.0321,1.17,1.45亿,1.47,-,-,-,-
2432,瑞远智控,08249,创业板,-0.12,-,-,-,浙江瑞远智控科技股份有限公司,-,1.30亿,HK,2.23亿,-,0.25,5.00亿,14.10,综合科技,-,-,-
2433,都都控股,08250,创业板,0.10,-,-,-,都都控股有限公司,-,68.55亿,HK,5.62亿,-,0.85,68.55亿,1.42,医疗保健设备及用品,0.05%,-,-
2434,宏强控股,08262,创业板,0.19,-,-,-,宏强控股有限公司,-,8.00亿,HK,3.60亿,57.9035,2.39,8.00亿,0.54,-,0.37%,-,-
2435,蓝港互动,08267,创业板,3.09,-,-,-,蓝港互动集团有限公司,-,3.69亿,HK,8.92亿,-,0.78,3.69亿,1.18,-,-,-,-
2436,智城发展控股,08268,创业板,0.07,-,-,-,智城发展控股有限公司,-,10.00亿,HK,2.42亿,22.7524,3.24,10.00亿,0.21,-,0.17%,-,-
